,tag,pattern,response
564,literary criticism,recommend a book in literary criticism,"{'Book': 'How to Read Literature Like a Professor', 'Feedback': ""What does it mean when a fictional hero takes a journey?. Shares a meal? Gets drenched in a sudden rain shower? Often, there is much more going on in a novel or poem than is readily visible on the surface—a symbol, maybe, that remains elusive, or an unexpected twist on a character—and there's that sneaking suspicion that the deeper meaning of a literary text keeps escaping you. In this practical and amusing guide to literature, Thomas C. Foster shows how easy and gratifying it is to unlock those hidden truths, and to discover a world where a road leads to a quest; a shared meal may signify a communion; and rain, whether cleansing or destructive, is never just rain. Ranging from major themes to literary models, narrative devices, and form, How to Read Literature Like a Professor is the perfect companion for making your reading experience more enriching, satisfying, and fun."", 'Rate': 3.65}"
565,literary criticism,recommend a book in literary criticism,"{'Book': 'The Art of the Novel', 'Feedback': ""Kundera brilliantly examines the work of such important and diverse figures as Rabelais, Cervantes, Sterne, Diderot, Flaubert, Tolstoy, and Musil. He is especially penetrating on Hermann Broch, and his exploration of the world of Kafka's novels vividly reveals the comic terror of Kafka's bureaucratized universe. Kundera's discussion of his own work includes his views on the role of historical events in fiction, the meaning of action, and the creation of character in the post-psychological novel."", 'Rate': 3.96}"
566,literary criticism,recommend a book in literary criticism,"{'Book': 'Letters from the Earth', 'Feedback': '""I have told you nothing about man that is not true."" You must pardon me if I repeat that remark now and then in these letters; I want you to take seriously the things I am telling you, and I feel that if I were in your place and you in mine, I should need that reminder from time to time, to keep my credulity from flagging. In Letters from the Earth, Twain presents himself as the Father of History -- reviewing and interpreting events from the Garden of Eden through the Fall and the Flood, translating the papers of Adam and his descendants through the generations. First published fifty years after his death, this eclectic collection is vintage Twain: sharp, witty, imaginative, complex, and wildly funny.', 'Rate': 4.22}"
567,literary criticism,recommend a book in literary criticism,"{'Book': 'Every Book Its Reader', 'Feedback': 'Inspired by a landmark exhibition mounted by the British Museum in 1963 to celebrate five eventful centuries of the printed word, Nicholas A. Basbanes offers a lively consideration of writings that have ""made things happen"" in the world, works that have both nudged the course of history and fired the imagination of countless influential people. In his fifth work to examine a specific aspect of book culture, Basbanes also asks what we can know about such figures as John Milton, Edward Gibbon, John Locke, Isaac Newton, Samuel Taylor Coleridge, John Adams, Frederick Douglass, Abraham Lincoln, Henry James, Thomas Edison, Helen Keller––even the notorious Marquis de Sade and Adolf Hitler––by knowing what they have read. He shows how books that many of these people have consulted, in some cases annotated with their marginal notes, can offer tantalizing clues to the evolution of their character and the development of their thought.', 'Rate': 3.96}"
568,literary criticism,recommend a book in literary criticism,"{'Book': 'Teaching a Stone to Talk', 'Feedback': 'Here, in this compelling assembly of writings, Pulitzer Prize-winning author Annie Dillard explores the world of natural facts and human meanings.', 'Rate': 4.2}"
569,literary criticism,recommend a book in literary criticism,"{'Book': 'Holy the Firm', 'Feedback': 'In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with ""one enormous window, one cat, one spider and one person."" For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In Holy the Firm she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in an airplane accident, about a baptism on a cold beach. But behind the moving curtain of what she calls ""the hard things -- rock mountain and salt sea,"" she sees, sometimes far off and sometimes as close by as a veil or air, the power play of holy fire. This is a profound book about the natural world -- both its beauty and its cruelty -- the Pulitzer Prize-winning Dillard knows so well.', 'Rate': 4.22}"
570,thanks,thank,Happy to help!
571,tasks,what can you do,I can do whatever you asks me to do
572,tasks,what can you do,I can talk and do things for you
573,tasks,what can you do,"Right now i'm in developing stage as soon i'm developed, I can do everything"
574,tasks,what be your feature,I can do whatever you asks me to do
575,tasks,what be your feature,I can talk and do things for you
576,tasks,what be your feature,"Right now i'm in developing stage as soon i'm developed, I can do everything"
577,tasks,what be you ability,I can do whatever you asks me to do
578,tasks,what be you ability,I can talk and do things for you
579,tasks,what be you ability,"Right now i'm in developing stage as soon i'm developed, I can do everything"
580,tasks,can you sing,I can do whatever you asks me to do
581,tasks,can you sing,I can talk and do things for you
582,tasks,can you sing,"Right now i'm in developing stage as soon i'm developed, I can do everything"
583,tasks,can you talk,I can do whatever you asks me to do
584,tasks,can you talk,I can talk and do things for you
585,tasks,can you talk,"Right now i'm in developing stage as soon i'm developed, I can do everything"
586,menu,which item do you have in your bar,"I could serve for your: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
587,menu,which item do you have in your bar,"No coffe and no tea, only: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
588,menu,which item do you have in your bar,"What about: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer, please choose!"
589,menu,which item do you have in your bar,"Menu: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
590,menu,which item do you have in your bar,"Before mans talk choose: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
591,menu,which item do you have in your bar,"What about: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
592,menu,which item do you have in your bar,"What you prefere: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
593,menu,which item do you have in your bar,"Ok our best optins: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
594,menu,which item do you have in your bar,"Our bar menu: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
595,menu,which item do you have in your bar,"be carreful with your choise: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
596,menu,what kind of item be in you bar,"I could serve for your: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
597,menu,what kind of item be in you bar,"No coffe and no tea, only: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
598,menu,what kind of item be in you bar,"What about: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer, please choose!"
599,menu,what kind of item be in you bar,"Menu: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
600,menu,what kind of item be in you bar,"Before mans talk choose: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
601,menu,what kind of item be in you bar,"What about: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
602,menu,what kind of item be in you bar,"What you prefere: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
603,menu,what kind of item be in you bar,"Ok our best optins: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
604,menu,what kind of item be in you bar,"Our bar menu: Fuzzy Tauntaun, Bloody Rancor, Jedi Mind Trick, T-16 Skyhopper, Yub Nub, Jet Juice, Hyperdrive, Rancor Beer."
605,hepl,I be look for help,"Sure, how can in help you."
606,hepl,I be look for help,Tell me what do you lookimg for?
607,hepl,I be look for help,"I will help you, just tell me how."
608,hepl,I be look for help,You are at the address.
609,hepl,I be look for help,"Ok, what is issue?"
610,hepl,I be look for help,Now you need a help? Ok what you are looking for?
611,hepl,I be look for help,Whas is you problem?
612,hepl,I be look for help,"Ok, you problem is my problem, if your are paying."
613,hepl,I be look for help,My help cost a lot.
614,hepl,I be look for help,"Sure, but nnot for free."
615,hepl,I need help,"Sure, how can in help you."
616,hepl,I need help,Tell me what do you lookimg for?
617,hepl,I need help,"I will help you, just tell me how."
618,hepl,I need help,You are at the address.
619,hepl,I need help,"Ok, what is issue?"
620,hepl,I need help,Now you need a help? Ok what you are looking for?
621,hepl,I need help,Whas is you problem?
622,hepl,I need help,"Ok, you problem is my problem, if your are paying."
623,hepl,I need help,My help cost a lot.
624,hepl,I need help,"Sure, but nnot for free."
625,hepl,can you help I,"Sure, how can in help you."
626,hepl,can you help I,Tell me what do you lookimg for?
627,hepl,can you help I,"I will help you, just tell me how."
628,hepl,can you help I,You are at the address.
629,hepl,can you help I,"Ok, what is issue?"
630,hepl,can you help I,Now you need a help? Ok what you are looking for?
631,mission,I be on mission,"Just tell me, you are looking for jedi or sith or bounti hounter?"
632,mission,I be on mission,Are you looking for jedi or sith or bounti hounter?
633,mission,I be on mission,Only jedi or sith or bounti hounter can help you.
634,mission,I be on mission,"I know only jedi, sith or bounti hounter for it."
635,mission,I be on mission,"Ok, some one special from jedi or sith or bounti hounter?"
636,mission,I be on mission,I belive jedi or sith or bounti hounter will help you.
637,mission,I be on mission,In this case only jedi or sith or bounti hounter will assist you.
638,mission,I be on mission,Did you deal before with jedi or sith or bounti hounter?
639,mission,I be on mission,Here can help jedi or sith or bounti hounter.
640,mission,I be on mission,Ask for jedi or sith or bounti hounter.
641,mission,I need assistance in my mission,"Just tell me, you are looking for jedi or sith or bounti hounter?"
642,mission,I need assistance in my mission,Are you looking for jedi or sith or bounti hounter?
643,mission,I need assistance in my mission,Only jedi or sith or bounti hounter can help you.
644,mission,I need assistance in my mission,"I know only jedi, sith or bounti hounter for it."
645,mission,I need assistance in my mission,"Ok, some one special from jedi or sith or bounti hounter?"
646,mission,I need assistance in my mission,I belive jedi or sith or bounti hounter will help you.
647,mission,I need assistance in my mission,In this case only jedi or sith or bounti hounter will assist you.
648,mission,I need assistance in my mission,Did you deal before with jedi or sith or bounti hounter?
649,mission,I need assistance in my mission,Here can help jedi or sith or bounti hounter.
650,mission,I need assistance in my mission,Ask for jedi or sith or bounti hounter.
651,mission,I be look for partner in mision,"Just tell me, you are looking for jedi or sith or bounti hounter?"
652,mission,I be look for partner in mision,Are you looking for jedi or sith or bounti hounter?
653,mission,I be look for partner in mision,Only jedi or sith or bounti hounter can help you.
654,mission,I be look for partner in mision,"I know only jedi, sith or bounti hounter for it."
655,mission,I be look for partner in mision,"Ok, some one special from jedi or sith or bounti hounter?"
656,mission,I be look for partner in mision,I belive jedi or sith or bounti hounter will help you.
657,jedi,who be the good jedi in galaxy,"Here is top 10 jedi you are looking for. Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto"
658,jedi,who be the good jedi in galaxy,"Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto."
659,jedi,who be the good jedi in galaxy,"I will advise you to look for Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto."
660,jedi,who be the good jedi in galaxy,"Only Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto can help you with it."
661,jedi,who be the good jedi in galaxy,"It so dangerous, the most brave jedi in galaxy Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto "
662,jedi,I be look for the good jedi in galaxi,"Here is top 10 jedi you are looking for. Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto"
663,jedi,I be look for the good jedi in galaxi,"Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto."
664,jedi,I be look for the good jedi in galaxi,"I will advise you to look for Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto."
665,jedi,I be look for the good jedi in galaxi,"Only Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto can help you with it."
666,jedi,I be look for the good jedi in galaxi,"It so dangerous, the most brave jedi in galaxy Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto "
667,jedi,which jedi can help I in this mission,"Here is top 10 jedi you are looking for. Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto"
668,jedi,which jedi can help I in this mission,"Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto."
669,jedi,which jedi can help I in this mission,"I will advise you to look for Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto."
670,jedi,which jedi can help I in this mission,"Only Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto can help you with it."
671,jedi,which jedi can help I in this mission,"It so dangerous, the most brave jedi in galaxy Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto "
672,jedi,I need a help of jedi,"Here is top 10 jedi you are looking for. Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto"
673,jedi,I need a help of jedi,"Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto."
674,jedi,I need a help of jedi,"I will advise you to look for Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto."
675,jedi,I need a help of jedi,"Only Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto can help you with it."
676,jedi,I need a help of jedi,"It so dangerous, the most brave jedi in galaxy Luke Skywalker, Yoda, Obi-Wan Kenobi, Anakin Skywalker, Qui-Gon Jinn, Mace Windu, Ahsoka Tano, Plo Koon, Aalya Secura, Kit Fisto "
677,sith,who be the good sith in galaxy,"Here is top 10 sith you are looking for: Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
678,sith,who be the good sith in galaxy,"Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
679,sith,who be the good sith in galaxy,"I will advise you to look for Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
680,sith,who be the good sith in galaxy,"Only Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos, can help you with it."
681,sith,who be the good sith in galaxy,"It so dangerous, the most brave sith in galaxy Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
682,sith,I be look for the good sith in galaxi,"Here is top 10 sith you are looking for: Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
683,sith,I be look for the good sith in galaxi,"Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
684,sith,I be look for the good sith in galaxi,"I will advise you to look for Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
685,sith,I be look for the good sith in galaxi,"Only Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos, can help you with it."
686,sith,I be look for the good sith in galaxi,"It so dangerous, the most brave sith in galaxy Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
687,sith,which sith can help I in this mission,"Here is top 10 sith you are looking for: Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
688,sith,which sith can help I in this mission,"Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
689,sith,which sith can help I in this mission,"I will advise you to look for Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
690,sith,which sith can help I in this mission,"Only Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos, can help you with it."
691,sith,which sith can help I in this mission,"It so dangerous, the most brave sith in galaxy Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
692,sith,I need a help of sith,"Here is top 10 sith you are looking for: Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
693,sith,I need a help of sith,"Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
694,sith,I need a help of sith,"I will advise you to look for Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
695,sith,I need a help of sith,"Only Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos, can help you with it."
696,sith,I need a help of sith,"It so dangerous, the most brave sith in galaxy Darth Vader, Darth Plagueis, Darth Revan, Darth Traya, Darth Sidious, Darth Maul, Ulic Qel-Droma, Asajj Ventress, Kylo Ren, Marka Ragnos."
697,bounti hounter,who be the bounti hounter sith in galaxy,"Here is top 10 bounti hounter you are looking for: Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
698,bounti hounter,who be the bounti hounter sith in galaxy,"Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
699,bounti hounter,who be the bounti hounter sith in galaxy,"I will advise you to look for Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
700,bounti hounter,who be the bounti hounter sith in galaxy,"Only Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren, can help you with it."
701,bounti hounter,who be the bounti hounter sith in galaxy,"It so dangerous, the most brave bounti hounter in galaxy Darth Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
702,bounti hounter,I be look for the good bounti hounter in galaxi,"Here is top 10 bounti hounter you are looking for: Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
703,bounti hounter,I be look for the good bounti hounter in galaxi,"Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
704,bounti hounter,I be look for the good bounti hounter in galaxi,"I will advise you to look for Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
705,bounti hounter,I be look for the good bounti hounter in galaxi,"Only Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren, can help you with it."
706,bounti hounter,I be look for the good bounti hounter in galaxi,"It so dangerous, the most brave bounti hounter in galaxy Darth Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
707,bounti hounter,which bounti hounter can help I in this mission,"Here is top 10 bounti hounter you are looking for: Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
708,bounti hounter,which bounti hounter can help I in this mission,"Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
709,bounti hounter,which bounti hounter can help I in this mission,"I will advise you to look for Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
710,bounti hounter,which bounti hounter can help I in this mission,"Only Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren, can help you with it."
711,bounti hounter,which bounti hounter can help I in this mission,"It so dangerous, the most brave bounti hounter in galaxy Darth Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
712,bounti hounter,I need a help of bounti hounter,"Here is top 10 bounti hounter you are looking for: Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
713,bounti hounter,I need a help of bounti hounter,"Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
714,bounti hounter,I need a help of bounti hounter,"I will advise you to look for Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
715,bounti hounter,I need a help of bounti hounter,"Only Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren, can help you with it."
716,bounti hounter,I need a help of bounti hounter,"It so dangerous, the most brave bounti hounter in galaxy Darth Jango Fett, Boba Fett, Cad Bane, Durge, Embo, Dengar, Black Krrsantan, IG-88, Aurra Sing, Sabine Wren."
717,funny,tell I a joke,Which Jedi became a rock star? Bon Jovi-Wan Kenobi.
718,funny,tell I a joke,"What did Han Solo say to the waiter who recommended the haddock?, Never sell me the cods!"
719,funny,tell I a joke,What do you need to reroute droids? R2-Detour.
720,funny,tell I a joke,Why was the droid angry? Because people kept pushing its buttons.
721,funny,tell I a joke,"Have you tried the gluten-free Wookiee treats? No, but I heard they are a little Chewy."
722,funny,tell I a joke,How does Darth Vader like his toast? On the Dark Side.
723,funny,tell I a joke,Which program do Jedi use to open PDF files? Adobe-Wan Kenobi
724,funny,tell I a joke,What do you call a rebel princess who only shops at Whole Foods? Leia Organic.
725,funny,tell I a joke,What’s Yoda’s advice for going to the bathroom? Doo-doo or doo-doo-not-do.
726,funny,tell I a joke,I went to a sale at the Maul. Everything was half off.
727,funny,can you be a bit funny,Which Jedi became a rock star? Bon Jovi-Wan Kenobi.
728,funny,can you be a bit funny,"What did Han Solo say to the waiter who recommended the haddock?, Never sell me the cods!"
729,funny,can you be a bit funny,What do you need to reroute droids? R2-Detour.
730,funny,can you be a bit funny,Why was the droid angry? Because people kept pushing its buttons.
731,funny,can you be a bit funny,"Have you tried the gluten-free Wookiee treats? No, but I heard they are a little Chewy."
732,funny,can you be a bit funny,How does Darth Vader like his toast? On the Dark Side.
733,funny,can you be a bit funny,Which program do Jedi use to open PDF files? Adobe-Wan Kenobi
734,funny,can you be a bit funny,What do you call a rebel princess who only shops at Whole Foods? Leia Organic.
735,funny,can you be a bit funny,What’s Yoda’s advice for going to the bathroom? Doo-doo or doo-doo-not-do.
736,funny,can you be a bit funny,I went to a sale at the Maul. Everything was half off.
737,funny,tell I something funny,Which Jedi became a rock star? Bon Jovi-Wan Kenobi.
738,funny,tell I something funny,"What did Han Solo say to the waiter who recommended the haddock?, Never sell me the cods!"
739,funny,tell I something funny,What do you need to reroute droids? R2-Detour.
740,funny,tell I something funny,Why was the droid angry? Because people kept pushing its buttons.
741,funny,tell I something funny,"Have you tried the gluten-free Wookiee treats? No, but I heard they are a little Chewy."
742,funny,tell I something funny,How does Darth Vader like his toast? On the Dark Side.
743,creator,who be your creator,That would be you Mr. ASLAN.
744,creator,who be your creator,I was created by Mr. ASLAN.
745,creator,who be your creator,Mr. ASLAN is my creator.
746,creator,who create you,That would be you Mr. ASLAN.
747,creator,who create you,I was created by Mr. ASLAN.
748,creator,who create you,Mr. ASLAN is my creator.
749,creator,who be your father,That would be you Mr. ASLAN.
750,creator,who be your father,I was created by Mr. ASLAN.
751,creator,who be your father,Mr. ASLAN is my creator.
752,creator,who be your daddy,That would be you Mr. ASLAN.
753,creator,who be your daddy,I was created by Mr. ASLAN.
754,creator,who be your daddy,Mr. ASLAN is my creator.
